row_id,from_date,to_date,part_number,dealer_price,list_price,part_category,part_name,competition_brand,competition_name,competition_part_number
,2013-09-01,2013-09-29,YC3Z1109AA,0.00,0.00,,,,,
,2013-09-01,2013-09-29,YC3Z1109CA,550.55,917.58,,,,,
,2013-09-01,2013-09-29,YC3Z1125AA,165.00,275.00,,,,,
,2013-09-01,2013-09-29,YC3Z1126AA,0.00,0.00,,,,,
,2013-09-01,2013-09-29,YC3Z2C026AA,165.00,275.00,,,,,
,2013-09-01,2013-09-29,YC3Z2C026BA,209.98,349.97,,,,,
,2013-09-01,2013-09-29,YC3Z2C026BB,79.98,133.30,,,,,
,2013-09-01,2013-09-29,YF1Z1104AC,0.00,0.00,,,,,
,2013-09-01,2013-09-29,YF1Z1125AA,0.00,0.00,,,,,
,2013-09-01,2013-09-29,YF1Z2C026AA,29.98,49.97,,,,,
,2013-09-01,2013-09-29,YL1Z1102AA,0.00,0.00,,,,,
,2013-09-01,2013-09-29,YL1Z1104AA,259.00,431.67,,,,,
,2013-09-01,2013-09-29,YL1Z2C026AA,69.47,115.78,,,,,
,2013-09-01,2013-09-29,YL3Z1102AA,80.83,134.72,,,,,
,2013-09-01,2013-09-29,YL3Z1104BA,0.00,0.00,,,,,
,2013-09-01,2013-09-29,YL3Z2C026AA,68.99,114.98,,,,,
,2013-09-01,2013-09-29,YL5Z1104A,215.00,358.33,,,,,
,2013-09-01,2013-09-29,YL5Z1104AA,0.00,0.00,,,,,
,2013-09-01,2013-09-29,YL5Z1104B,199.62,332.70,,,,,
,2013-09-01,2013-09-29,YL5Z1104BA,0.00,0.00,,,,,
,2013-09-01,2013-09-29,YR3Z1109AA,191.38,318.97,,,,,
,2013-09-01,2013-09-29,YS4Z1A034AA,90.00,150.00,,,,,
,2013-09-01,2013-09-29,YW7Z2C026AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,1C4Z2C026AA,153.98,256.63,,,,,
,2013-10-01,2013-10-30,1F1Z1104DA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,1F1Z1126BA,34.98,58.30,,,,,
,2013-10-01,2013-10-30,1F2Z1104AB,91.10,151.83,,,,,
,2013-10-01,2013-10-30,1L2Z1109AA,140.53,234.22,,,,,
,2013-10-01,2013-10-30,1L3Z1104BA,256.63,427.72,,,,,
,2013-10-01,2013-10-30,1L5Z1126BA,59.98,99.97,,,,,
,2013-10-01,2013-10-30,1R3Z1104B,82.12,136.87,,,,,
,2013-10-01,2013-10-30,1R3Z1104BB,70.83,118.05,,,,,
,2013-10-01,2013-10-30,1R8Z2C026AA,54.98,91.63,,,,,
,2013-10-01,2013-10-30,1S4Z2C026BA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,2T1Z1125A,49.98,83.30,,,,,
,2013-10-01,2013-10-30,2T1Z1126C,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3C2Z1104AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3C2Z1109AA,286.73,477.88,,,,,
,2013-10-01,2013-10-30,3C3Z1102CA,199.15,331.92,,,,,
,2013-10-01,2013-10-30,3C3Z1104A,269.26,448.77,,,,,
,2013-10-01,2013-10-30,3C3Z1104B,230.82,384.70,,,,,
,2013-10-01,2013-10-30,3C3Z1104BA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3C3Z1104CA,292.55,487.58,,,,,
,2013-10-01,2013-10-30,3C3Z1109AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3C3Z1109AB,124.79,207.98,,,,,
,2013-10-01,2013-10-30,3C3Z1109BA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3C3Z1109BB,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3C3Z1109DA,208.29,347.15,,,,,
,2013-10-01,2013-10-30,3C5Z1104AA,132.42,220.70,,,,,
,2013-10-01,2013-10-30,3F1Z1104AA,61.59,102.65,,,,,
,2013-10-01,2013-10-30,3F1Z1104BA,66.62,111.03,,,,,
,2013-10-01,2013-10-30,3F1Z1104CA,74.33,123.88,,,,,
,2013-10-01,2013-10-30,3F1Z1104DA,59.87,99.78,,,,,
,2013-10-01,2013-10-30,3F2Z1104AA,201.19,335.32,,,,,
,2013-10-01,2013-10-30,3F2Z1104AB,201.19,335.32,,,,,
,2013-10-01,2013-10-30,3F2Z2C026AA,49.98,83.30,,,,,
,2013-10-01,2013-10-30,3L2Z1104AA,174.28,290.47,,,,,
,2013-10-01,2013-10-30,3L2Z1104AB,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3L2Z1109AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3L2Z1125AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3L2Z2C026AA,59.98,99.97,,,,,
,2013-10-01,2013-10-30,3L5Z1104AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,3L5Z1125AA,49.98,83.30,,,,,
,2013-10-01,2013-10-30,3W1Z1125AA,59.98,99.97,,,,,
,2013-10-01,2013-10-30,3W1Z2C026AA,49.98,83.30,,,,,
,2013-10-01,2013-10-30,3W1Z2C026BA,59.98,99.97,,,,,
,2013-10-01,2013-10-30,3W7Z2C026AA,44.98,74.97,,,,,
,2013-10-01,2013-10-30,4C2Z1102AA,158.17,263.62,,,,,
,2013-10-01,2013-10-30,4C2Z2C026AA,107.14,178.57,,,,,
,2013-10-01,2013-10-30,4C3Z1102BA,481.49,802.48,,,,,
,2013-10-01,2013-10-30,4C3Z1109AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,4C5Z1125AA,59.98,99.97,,,,,
,2013-10-01,2013-10-30,4F1Z1125AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,4F2Z1102AAA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,4G7Z1104AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,4G7Z1125AA,148.21,247.02,,,,,
,2013-10-01,2013-10-30,4G7Z2C026AA,131.18,218.63,,,,,
,2013-10-01,2013-10-30,4L2Z1104AA,173.74,289.57,,,,,
,2013-10-01,2013-10-30,4L2Z1125AA,51.98,86.63,,,,,
,2013-10-01,2013-10-30,4L3Z1104AB,207.33,345.55,,,,,
,2013-10-01,2013-10-30,4L3Z1104BB,209.79,349.65,,,,,
,2013-10-01,2013-10-30,4L5Z1102BA,85.98,143.30,,,,,
,2013-10-01,2013-10-30,4R3Z1104AA,91.86,153.10,,,,,
,2013-10-01,2013-10-30,4R3Z1104AB,87.51,145.85,,,,,
,2013-10-01,2013-10-30,4R3Z1104B,91.86,153.10,,,,,
,2013-10-01,2013-10-30,4R3Z1125AA,67.22,112.03,,,,,
,2013-10-01,2013-10-30,4R3Z1125BA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,5C3Z1102AB,129.98,216.63,,,,,
,2013-10-01,2013-10-30,5C3Z1102GB,139.98,233.30,,,,,
,2013-10-01,2013-10-30,5C3Z1104BAA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,5C3Z1109AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,5C3Z1109B,361.64,602.73,,,,,
,2013-10-01,2013-10-30,5C3Z1109CA,247.75,412.92,,,,,
,2013-10-01,2013-10-30,5C3Z1109CC,101.59,169.32,,,,,
,2013-10-01,2013-10-30,5C3Z1109DA,171.12,285.20,,,,,
,2013-10-01,2013-10-30,5C3Z1125AB,69.98,116.63,,,,,
,2013-10-01,2013-10-30,5C3Z1125CA,79.98,133.30,,,,,
,2013-10-01,2013-10-30,5C3Z1125DA,79.98,133.30,,,,,
,2013-10-01,2013-10-30,5C3Z2C026CA,107.98,179.97,,,,,
,2013-10-01,2013-10-30,5C5Z2C026A,57.83,96.38,,,,,
,2013-10-01,2013-10-30,5L2Z1102BA,109.98,183.30,,,,,
,2013-10-01,2013-10-30,5L2Z2C026A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,5L3Z1125AA,74.98,124.97,,,,,
,2013-10-01,2013-10-30,5L3Z1125BA,69.98,116.63,,,,,
,2013-10-01,2013-10-30,5L3Z2C026AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,5L8Z1125AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,5L8Z1125BA,54.98,91.63,,,,,
,2013-10-01,2013-10-30,5L8Z2C026BA,54.98,91.63,,,,,
,2013-10-01,2013-10-30,5R3Z2C026AA,34.98,58.30,,,,,
,2013-10-01,2013-10-30,5U9Z1102AA,404.61,674.35,,,,,
,2013-10-01,2013-10-30,5W1Z1104B,147.09,245.15,,,,,
,2013-10-01,2013-10-30,5W4Z1104BA,128.23,213.72,,,,,
,2013-10-01,2013-10-30,6C2Z1109CA,206.85,344.75,,,,,
,2013-10-01,2013-10-30,6C3Z1109X,357.00,595.00,,,,,
,2013-10-01,2013-10-30,6C3Z2C026BA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,6E5Z1104AA,84.59,140.98,,,,,
,2013-10-01,2013-10-30,6E5Z1104AB,50.30,83.83,,,,,
,2013-10-01,2013-10-30,6E5Z1104BA,85.91,143.18,,,,,
,2013-10-01,2013-10-30,6F2Z1109A,195.74,326.23,,,,,
,2013-10-01,2013-10-30,6F2Z1109B,195.74,326.23,,,,,
,2013-10-01,2013-10-30,6F2Z1125A,119.98,199.97,,,,,
,2013-10-01,2013-10-30,6L1Z1104B,168.94,281.57,,,,,
,2013-10-01,2013-10-30,6L1Z1104C,201.13,335.22,,,,,
,2013-10-01,2013-10-30,6L1Z1104CA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,6L1Z1104D,208.29,347.15,,,,,
,2013-10-01,2013-10-30,6L1Z1104DA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,6L1Z1104E,201.13,335.22,,,,,
,2013-10-01,2013-10-30,6L1Z1109AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,6L1Z1109D,0.00,0.00,,,,,
,2013-10-01,2013-10-30,6L1Z1109F,208.29,347.15,,,,,
,2013-10-01,2013-10-30,6L1Z1125A,54.98,91.63,,,,,
,2013-10-01,2013-10-30,6L1Z2C026A,49.98,83.30,,,,,
,2013-10-01,2013-10-30,6L2Z1109B,150.76,251.27,,,,,
,2013-10-01,2013-10-30,6L2Z1125AA,88.80,148.00,,,,,
,2013-10-01,2013-10-30,6L2Z2C026A,55.14,91.90,,,,,
,2013-10-01,2013-10-30,6L3Z1104A,194.06,323.43,,,,,
,2013-10-01,2013-10-30,6L5Z1104B,190.72,317.87,,,,,
,2013-10-01,2013-10-30,6L5Z1126A,39.98,66.63,,,,,
,2013-10-01,2013-10-30,6L8Z1109AA,37.87,63.12,,,,,
,2013-10-01,2013-10-30,6L8Z1109BA,37.87,63.12,,,,,
,2013-10-01,2013-10-30,6U9Z2C026A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,6U9Z2C026B,119.00,198.33,,,,,
,2013-10-01,2013-10-30,7C3Z1102A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7C3Z1102B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7C3Z1104B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7C3Z1104C,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7L1Z1104AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7L1Z1104BA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7L1Z1104D,217.86,363.10,,,,,
,2013-10-01,2013-10-30,7L1Z1104E,205.30,342.17,,,,,
,2013-10-01,2013-10-30,7L1Z1109A,233.74,389.57,,,,,
,2013-10-01,2013-10-30,7L1Z1109AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7L2Z1104A,220.70,367.83,,,,,
,2013-10-01,2013-10-30,7L3Z1104A,202.87,338.12,,,,,
,2013-10-01,2013-10-30,7L3Z1104B,205.82,343.03,,,,,
,2013-10-01,2013-10-30,7L8Z1126A,69.98,116.63,,,,,
,2013-10-01,2013-10-30,7R3Z1125A,109.98,183.30,,,,,
,2013-10-01,2013-10-30,7S4Z1104A,59.51,99.18,,,,,
,2013-10-01,2013-10-30,7S4Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7S6Z1125A,59.98,99.97,,,,,
,2013-10-01,2013-10-30,7S6Z1125B,39.98,66.63,,,,,
,2013-10-01,2013-10-30,7S6Z2C026A,59.98,99.97,,,,,
,2013-10-01,2013-10-30,7T1Z1104A,81.41,135.68,,,,,
,2013-10-01,2013-10-30,7T1Z1104B,230.96,384.93,,,,,
,2013-10-01,2013-10-30,7T1Z1104C,0.00,0.00,,,,,
,2013-10-01,2013-10-30,7T1Z1104D,63.41,105.68,,,,,
,2013-10-01,2013-10-30,7T4Z1104A,59.96,99.93,,,,,
,2013-10-01,2013-10-30,7T4Z1104B,97.52,162.53,,,,,
,2013-10-01,2013-10-30,7T4Z1104C,111.43,185.72,,,,,
,2013-10-01,2013-10-30,7T4Z1125A,44.98,74.97,,,,,
,2013-10-01,2013-10-30,7T4Z1125B,81.37,135.62,,,,,
,2013-10-01,2013-10-30,7T4Z2C026A,49.98,83.30,,,,,
,2013-10-01,2013-10-30,7W1Z1104A,152.87,254.78,,,,,
,2013-10-01,2013-10-30,8A8Z1104B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8A8Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8C2Z1102A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8C2Z1102C,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8C2Z1109A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8C2Z1109B,92.32,153.87,,,,,
,2013-10-01,2013-10-30,8C2Z1109C,140.39,233.98,,,,,
,2013-10-01,2013-10-30,8C2Z2C026A,69.98,116.63,,,,,
,2013-10-01,2013-10-30,8C2Z2C026B,79.98,133.30,,,,,
,2013-10-01,2013-10-30,8C2Z2C026C,89.98,149.97,,,,,
,2013-10-01,2013-10-30,8F9Z1104A,110.64,184.40,,,,,
,2013-10-01,2013-10-30,8F9Z1104B,117.14,195.23,,,,,
,2013-10-01,2013-10-30,8F9Z1104C,110.00,183.33,,,,,
,2013-10-01,2013-10-30,8G1Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8G1Z1125B,44.98,74.97,,,,,
,2013-10-01,2013-10-30,8G1Z2C026A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8G1Z2C026B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8L3Z1102A,169.00,281.67,,,,,
,2013-10-01,2013-10-30,8L3Z1102B,147.90,246.50,,,,,
,2013-10-01,2013-10-30,8L8Z1104A,97.23,162.05,,,,,
,2013-10-01,2013-10-30,8L8Z1126BD,44.98,74.97,,,,,
,2013-10-01,2013-10-30,8S4Z1113B,65.98,109.97,,,,,
,2013-10-01,2013-10-30,8T1Z1126B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,8U9Z1125A,141.65,236.08,,,,,
,2013-10-01,2013-10-30,8U9Z2C026A,172.48,287.47,,,,,
,2013-10-01,2013-10-30,9C3Z2C026A,76.12,126.87,,,,,
,2013-10-01,2013-10-30,9E5Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,9E5Z1125B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,9E5Z1125C,44.98,74.97,,,,,
,2013-10-01,2013-10-30,9E5Z2C026A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,9E5Z2C026B,34.98,58.30,,,,,
,2013-10-01,2013-10-30,9L3Z1104A,216.66,361.10,,,,,
,2013-10-01,2013-10-30,9L3Z1104B,186.29,310.48,,,,,
,2013-10-01,2013-10-30,9L3Z1104C,235.75,392.92,,,,,
,2013-10-01,2013-10-30,9L3Z1125C,59.98,99.97,,,,,
,2013-10-01,2013-10-30,9L3Z1125D,69.98,116.63,,,,,
,2013-10-01,2013-10-30,9L3Z2C026A,79.00,131.67,,,,,
,2013-10-01,2013-10-30,9L3Z2C026B,82.68,137.80,,,,,
,2013-10-01,2013-10-30,9S4Z1113A,64.74,107.90,,,,,
,2013-10-01,2013-10-30,9S4Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,9T4Z1104A,107.20,178.67,,,,,
,2013-10-01,2013-10-30,9T4Z2C026A,49.98,83.30,,,,,
,2013-10-01,2013-10-30,AC3Z1104B,418.52,697.53,,,,,
,2013-10-01,2013-10-30,AC3Z1104C,365.77,609.62,,,,,
,2013-10-01,2013-10-30,AC3Z1104D,432.02,720.03,,,,,
,2013-10-01,2013-10-30,AC3Z1104E,0.00,0.00,,,,,
,2013-10-01,2013-10-30,AC3Z1104F,390.56,650.93,,,,,
,2013-10-01,2013-10-30,AE8Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,AE8Z1125B,29.98,49.97,,,,,
,2013-10-01,2013-10-30,AG1Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,AG1Z2C026A,44.98,74.97,,,,,
,2013-10-01,2013-10-30,AL1Z2C026AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,AL1Z2C026B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,AL3Z1104A,232.44,387.40,,,,,
,2013-10-01,2013-10-30,AL3Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,AL3Z1125B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,AL5Z1102A,69.15,115.25,,,,,
,2013-10-01,2013-10-30,AL5Z1104A,228.96,381.60,,,,,
,2013-10-01,2013-10-30,AL5Z2C026A,59.98,99.97,,,,,
,2013-10-01,2013-10-30,AL8Z1125A,44.98,74.97,,,,,
,2013-10-01,2013-10-30,AS4Z1125A,39.98,66.63,,,,,
,2013-10-01,2013-10-30,AT1Z1126A,59.98,99.97,,,,,
,2013-10-01,2013-10-30,AV6Z2C026A,28.76,47.93,,,,,
,2013-10-01,2013-10-30,AY1Z1125A,39.98,66.63,,,,,
,2013-10-01,2013-10-30,B1BZ1104A,19.85,33.08,,,,,
,2013-10-01,2013-10-30,B1BZ1104B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BB5Z1104A,65.32,108.87,,,,,
,2013-10-01,2013-10-30,BC2Z1102A,119.98,199.97,,,,,
,2013-10-01,2013-10-30,BC2Z1102B,104.19,173.65,,,,,
,2013-10-01,2013-10-30,BC3Z1104A,337.40,562.33,,,,,
,2013-10-01,2013-10-30,BC3Z1104B,359.13,598.55,,,,,
,2013-10-01,2013-10-30,BC3Z1104C,339.12,565.20,,,,,
,2013-10-01,2013-10-30,BC3Z1104D,353.02,588.37,,,,,
,2013-10-01,2013-10-30,BC3Z1104E,360.27,600.45,,,,,
,2013-10-01,2013-10-30,BC3Z1109A,149.35,248.92,,,,,
,2013-10-01,2013-10-30,BC3Z1109B,116.04,193.40,,,,,
,2013-10-01,2013-10-30,BC3Z1109C,92.39,153.98,,,,,
,2013-10-01,2013-10-30,BC3Z2C026A,74.98,124.97,,,,,
,2013-10-01,2013-10-30,BE8Z1104A,34.83,58.05,,,,,
,2013-10-01,2013-10-30,BE8Z1109A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BE8Z1126A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BE8Z1126B,25.32,42.20,,,,,
,2013-10-01,2013-10-30,BL1Z1104A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BL3Z1104A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BL3Z1104B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BL3Z1104C,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BL3Z1104D,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BL3Z2C026A,59.98,99.97,,,,,
,2013-10-01,2013-10-30,BL3Z2C026B,59.98,99.97,,,,,
,2013-10-01,2013-10-30,BR3Z1125A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BT4Z1104A,34.93,58.22,,,,,
,2013-10-01,2013-10-30,BT4Z1104B,106.24,177.07,,,,,
,2013-10-01,2013-10-30,BT4Z2C026A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,BT4Z2C026B,39.98,66.63,,,,,
,2013-10-01,2013-10-30,BV6Z1104B,69.00,115.00,,,,,
,2013-10-01,2013-10-30,BV6Z1109C,76.99,128.32,,,,,
,2013-10-01,2013-10-30,BV6Z1125A,34.98,58.30,,,,,
,2013-10-01,2013-10-30,BV6Z1126A,39.98,66.63,,,,,
,2013-10-01,2013-10-30,BV6Z2C026A,39.98,66.63,,,,,
,2013-10-01,2013-10-30,C1BZ1126A,25.72,42.87,,,,,
,2013-10-01,2013-10-30,C1BZ2C026A,20.62,34.37,,,,,
,2013-10-01,2013-10-30,CB5Z1125A,51.98,86.63,,,,,
,2013-10-01,2013-10-30,CC3Z1102A,114.98,191.63,,,,,
,2013-10-01,2013-10-30,CC3Z1102B,160.11,266.85,,,,,
,2013-10-01,2013-10-30,CL1Z1109A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CL1Z2C026A,54.98,91.63,,,,,
,2013-10-01,2013-10-30,CL3Z1104A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CL3Z1104B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CL3Z1104C,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CL3Z1104D,211.33,352.22,,,,,
,2013-10-01,2013-10-30,CL3Z1104E,137.26,228.77,,,,,
,2013-10-01,2013-10-30,CL3Z1104F,98.54,164.23,,,,,
,2013-10-01,2013-10-30,CL3Z1104G,189.86,316.43,,,,,
,2013-10-01,2013-10-30,CL3Z1104H,195.91,326.52,,,,,
,2013-10-01,2013-10-30,CL3Z1125A,59.98,99.97,,,,,
,2013-10-01,2013-10-30,CL3Z1125B,59.98,99.97,,,,,
,2013-10-01,2013-10-30,CL3Z2C026A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CL3Z2C026B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CL3Z2C026C,59.98,99.97,,,,,
,2013-10-01,2013-10-30,CL3Z2C026D,49.98,83.30,,,,,
,2013-10-01,2013-10-30,CR3Z1125B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CR3Z1125C,59.98,99.97,,,,,
,2013-10-01,2013-10-30,CU9Z1102A,364.94,608.23,,,,,
,2013-10-01,2013-10-30,CV6Z1104A,40.11,66.85,,,,,
,2013-10-01,2013-10-30,CV6Z1104D,44.34,73.90,,,,,
,2013-10-01,2013-10-30,CV6Z1104F,86.43,144.05,,,,,
,2013-10-01,2013-10-30,CV6Z1104G,76.74,127.90,,,,,
,2013-10-01,2013-10-30,CV6Z1104H,49.56,82.60,,,,,
,2013-10-01,2013-10-30,CV6Z1109A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CV6Z1109B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CV6Z1109C,69.51,115.85,,,,,
,2013-10-01,2013-10-30,CV6Z1125A,39.98,66.63,,,,,
,2013-10-01,2013-10-30,CV6Z1125B,39.98,66.63,,,,,
,2013-10-01,2013-10-30,CV6Z1126A,39.98,66.63,,,,,
,2013-10-01,2013-10-30,CV6Z2C026A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,CV6Z2C026B,39.98,66.63,,,,,
,2013-10-01,2013-10-30,DC3Z1102B,120.84,201.40,,,,,
,2013-10-01,2013-10-30,DC3Z1102C,160.11,266.85,,,,,
,2013-10-01,2013-10-30,DC3Z1104A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,DC3Z1104B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,DC3Z1104C,0.00,0.00,,,,,
,2013-10-01,2013-10-30,DC3Z1104D,0.00,0.00,,,,,
,2013-10-01,2013-10-30,DC3Z1125A,79.98,133.30,,,,,
,2013-10-01,2013-10-30,DC3Z2C026A,79.98,133.30,,,,,
,2013-10-01,2013-10-30,DC3Z2C026B,79.98,133.30,,,,,
,2013-10-01,2013-10-30,DCPZ1104A,46.67,77.78,,,,,
,2013-10-01,2013-10-30,DE9Z1104A,120.35,200.58,,,,,
,2013-10-01,2013-10-30,DE9Z1104B,141.59,235.98,,,,,
,2013-10-01,2013-10-30,DE9Z1104C,120.35,200.58,,,,,
,2013-10-01,2013-10-30,DE9Z2C026A,128.00,213.33,,,,,
,2013-10-01,2013-10-30,DG1Z1125B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,DG1Z1125C,50.80,84.67,,,,,
,2013-10-01,2013-10-30,DG1Z2C026A,39.98,66.63,,,,,
,2013-10-01,2013-10-30,DG9Z1104A,59.72,99.53,,,,,
,2013-10-01,2013-10-30,DG9Z1104B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,DG9Z1104C,64.75,107.92,,,,,
,2013-10-01,2013-10-30,DG9Z1104D,60.42,100.70,,,,,
,2013-10-01,2013-10-30,DG9Z1125A,49.98,83.30,,,,,
,2013-10-01,2013-10-30,DG9Z1125B,49.98,83.30,,,,,
,2013-10-01,2013-10-30,DG9Z2C026A,49.98,83.30,,,,,
,2013-10-01,2013-10-30,DG9Z2C026B,49.98,83.30,,,,,
,2013-10-01,2013-10-30,DL1Z1104A,177.57,295.95,,,,,
,2013-10-01,2013-10-30,DR3Z1125A,103.06,171.77,,,,,
,2013-10-01,2013-10-30,DR3Z1125B,59.98,99.97,,,,,
,2013-10-01,2013-10-30,DR3Z1125C,49.98,83.30,,,,,
,2013-10-01,2013-10-30,DR3Z2C026A,69.43,115.72,,,,,
,2013-10-01,2013-10-30,E9HZ1126A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F1CZ1104A,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F1CZ1104B,61.59,102.65,,,,,
,2013-10-01,2013-10-30,F2HZ1125B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F3SZ1109A,87.25,145.42,,,,,
,2013-10-01,2013-10-30,F4HZ1109D,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F4HZ1125A,153.98,256.63,,,,,
,2013-10-01,2013-10-30,F4HZ1125C,169.37,282.28,,,,,
,2013-10-01,2013-10-30,F4TZ1109A,225.83,376.38,,,,,
,2013-10-01,2013-10-30,F4UZ1102B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F4ZZ2C026B,76.35,127.25,,,,,
,2013-10-01,2013-10-30,F58Z1126B,69.98,116.63,,,,,
,2013-10-01,2013-10-30,F5RZ1104A,70.83,118.05,,,,,
,2013-10-01,2013-10-30,F5RZ1104B,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F5TZ2C026A,63.72,106.20,,,,,
,2013-10-01,2013-10-30,F67Z1125BA,44.98,74.97,,,,,
,2013-10-01,2013-10-30,F68Z1104AA,71.86,119.77,,,,,
,2013-10-01,2013-10-30,F6SZ1104BA,63.48,105.80,,,,,
,2013-10-01,2013-10-30,F6UZ2C026AA,89.98,149.97,,,,,
,2013-10-01,2013-10-30,F78Z1104AA,62.84,104.73,,,,,
,2013-10-01,2013-10-30,F7AZ1104AC,65.92,109.87,,,,,
,2013-10-01,2013-10-30,F81Z1102BA,119.98,199.97,,,,,
,2013-10-01,2013-10-30,F81Z1102DB,173.54,289.23,,,,,
,2013-10-01,2013-10-30,F81Z1104AD,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F81Z1104BH,301.11,501.85,,,,,
,2013-10-01,2013-10-30,F81Z1104CH,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F81Z1104DG,292.55,487.58,,,,,
,2013-10-01,2013-10-30,F81Z1104EC,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F81Z1109DA,192.63,321.05,,,,,
,2013-10-01,2013-10-30,F81Z1109EB,239.17,398.62,,,,,
,2013-10-01,2013-10-30,F81Z1125AA,0.00,0.00,,,,,
,2013-10-01,2013-10-30,F81Z1125AB,0.00,0.00,,,,,
