from_date,part_number,retail_revenue,retail_quantity,dealer_price,gross_quantity,gross_revenue
2013-10-01,BT4Z1104A,"3,168.76",90,"4,156.67",119,"4,139.57"
2013-10-01,BT4Z1104B,"74,565.97",590,"128,231.68","1,207.00","127,867.26"
2013-10-01,BT4Z2C026A,0,0,0,0,0
2013-10-01,BT4Z2C026B,"29,096.82",709.78,"32,863.56",822,"32,863.56"
2013-10-01,BV6Z1104B,"12,868.58",189,"26,151.00",379,"26,074.46"
2013-10-01,BV6Z1109C,"2,236.67",29,"3,002.61",39,"3,002.61"
2013-10-01,BV6Z1125A,"16,585.83",460,"17,979.72",514,"17,979.72"
2013-10-01,BV6Z1126A,639.68,16,639.68,16,639.68
2013-10-01,BV6Z2C026A,"5,877.08",147,"6,276.86",157,"6,276.86"
2013-10-01,C1BZ1126A,51.44,2,51.44,2,51.44
2013-10-01,C1BZ2C026A,41.24,2,41.24,2,41.24
2013-10-01,CB5Z1125A,"95,152.87","1,762.38","106,870.88","2,056.00","106,610.98"
2013-10-01,CC3Z1102A,"32,389.94",288,"35,183.88",306,"35,183.88"
2013-10-01,CC3Z1102B,"16,126.72",101,"17,131.77",107,"17,040.91"
2013-10-01,CL1Z1109A,0,0,0,0,0
2013-10-01,CL1Z2C026A,"23,201.57",421,"23,421.48",426,"23,421.48"
2013-10-01,CL3Z1104A,"-2,139.54",-16,0,0,0
2013-10-01,CL3Z1104B,"-1,521.60",-16,0,0,0
2013-10-01,CL3Z1104C,0,0,0,0,0
2013-10-01,CL3Z1104D,"2,752.74",13,"3,381.28",16,"3,370.36"
2013-10-01,CL3Z1104E,"35,457.19",254,"52,707.84",384,"52,569.78"
2013-10-01,CL3Z1104F,"26,846.53",266.06,"35,178.78",357,"35,107.66"
2013-10-01,CL3Z1104G,"3,665.74",20,"5,126.22",27,"5,116.42"
2013-10-01,CL3Z1104H,"4,636.06",24,"5,093.66",26,"5,022.82"
2013-10-01,CL3Z1125A,"2,219.26",37,"2,339.22",39,"2,339.22"
2013-10-01,CL3Z1125B,"236,563.17","3,788.73","271,889.34","4,533.00","271,949.32"
2013-10-01,CL3Z2C026A,0,0,0,0,0
2013-10-01,CL3Z2C026B,0,0,0,0,0
2013-10-01,CL3Z2C026C,"18,813.79",310,"22,612.46",377,"22,612.46"
2013-10-01,CL3Z2C026D,599.76,12,599.76,12,599.76
2013-10-01,CR3Z1125B,0,0,0,0,0
2013-10-01,CR3Z1125C,"1,559.48",26,"1,679.44",28,"1,679.44"
2013-10-01,CU9Z1102A,0,0,"1,094.82",3,"1,094.82"
2013-10-01,CV6Z1104A,"7,886.11",197,"9,305.52",232,"9,270.16"
2013-10-01,CV6Z1104D,"3,193.24",73,"3,635.88",82,"3,632.46"
2013-10-01,CV6Z1104F,"1,983.45",23,"3,370.77",39,"3,361.85"
2013-10-01,CV6Z1104G,"1,225.86",16,"1,304.58",17,"1,302.60"
2013-10-01,CV6Z1104H,"1,389.03",28,"2,478.00",50,"2,474.16"
2013-10-01,CV6Z1109A,0,0,0,0,0
2013-10-01,CV6Z1109B,0,0,0,0,0
2013-10-01,CV6Z1109C,139.02,2,139.02,2,139.02
2013-10-01,CV6Z1125A,"1,519.24",38,"1,599.20",40,"1,599.20"
2013-10-01,CV6Z1125B,"2,838.59",71,"3,158.42",79,"3,158.42"
2013-10-01,CV6Z1126A,79.96,2,79.96,2,79.96
2013-10-01,CV6Z2C026A,0,0,0,0,0
2013-10-01,CV6Z2C026B,"3,158.45",79,"3,918.04",98,"3,918.04"
2013-10-01,DC3Z1102B,362.52,3,362.52,3,362.52
2013-10-01,DC3Z1102C,960.66,6,"1,280.88",8,"1,280.88"
2013-10-01,DC3Z1104A,0,0,0,0,0
2013-10-01,DC3Z1104B,0,0,0,0,0
2013-10-01,DC3Z1104C,0,0,0,0,0
2013-10-01,DC3Z1104D,0,0,0,0,0
2013-10-01,DC3Z1104E,0,0,0,0,0
2013-10-01,DC3Z1125A,"21,994.54",271,"23,754.06",297,"23,754.06"
2013-10-01,DC3Z2C026A,"3,279.18",41,"3,359.16",42,"3,359.16"
2013-10-01,DC3Z2C026B,"4,318.92",54,"4,318.92",54,"4,318.92"
2013-10-01,DCPZ1104A,"3,957.20",85,"4,386.98",94,"4,326.98"
2013-10-01,DE9Z1104A,481.4,4,722.1,6,722.1
2013-10-01,DE9Z1104B,"3,946.20",28,"4,814.06",34,"4,795.76"
2013-10-01,DE9Z1104C,357.94,3,481.4,4,478.29
2013-10-01,DE9Z2C026A,"1,280.00",10,"1,280.00",10,"1,280.00"
2013-10-01,DG1Z1125B,0,0,0,0,0
2013-10-01,DG1Z1125C,"62,151.27","1,223.00","64,312.80","1,266.00","64,312.80"
2013-10-01,DG1Z2C026A,"23,238.81",582,"24,907.54",623,"24,907.54"
2013-10-01,DG9Z1104A,"1,969.20",33,"3,463.76",58,"3,451.44"
2013-10-01,DG9Z1104B,0,0,0,0,0
2013-10-01,DG9Z1104C,64.75,1,64.75,1,64.75
2013-10-01,DG9Z1104D,"8,173.17",136,"11,177.70",185,"11,148.06"
2013-10-01,DG9Z1125A,"3,898.45",78,"4,348.26",87,"4,348.26"
2013-10-01,DG9Z1125B,349.86,7,449.82,9,449.82
2013-10-01,DG9Z2C026A,"3,998.42",80,"4,898.04",98,"4,898.04"
2013-10-01,DG9Z2C026B,99.96,2,99.96,2,99.96
2013-10-01,DL1Z1104A,"1,420.56",7,"2,130.84",12,"2,126.26"
2013-10-01,DR3Z1125A,824.48,8,"1,236.72",12,"1,236.72"
2013-10-01,DR3Z1125B,179.94,3,299.9,5,299.9
2013-10-01,DR3Z1125C,"10,095.98",200,"10,645.74",213,"10,645.74"
2013-10-01,DR3Z2C026A,"1,388.60",20,"1,388.60",20,"1,388.60"
2013-10-01,DV6Z1104A,0,0,0,0,0
2013-10-01,DV6Z2C026A,0,0,0,0,0
2013-10-01,E9HZ1126A,0,0,0,0,0
2013-10-01,F1CZ1104A,0,0,0,0,0
2013-10-01,F1CZ1104B,369.54,6,369.54,6,369.54
2013-10-01,F2HZ1125B,0,0,0,0,0
2013-10-01,F3SZ1109A,"3,114.00",36,"3,228.25",37,"3,201.25"
2013-10-01,F4HZ1109D,0,0,0,0,0
2013-10-01,F4HZ1125A,307.96,2,307.96,2,307.96
2013-10-01,F4HZ1125C,677.48,4,677.48,4,677.48
2013-10-01,F4TZ1109A,"5,408.26",24,"5,419.92",24,"5,408.26"
2013-10-01,F4UZ1102B,0,0,0,0,0
2013-10-01,F4ZZ2C026B,839.85,11,839.85,11,839.85
2013-10-01,F58Z1126B,559.84,8,559.84,8,559.84
2013-10-01,F5RZ1104A,293.94,4,354.15,5,354.15
2013-10-01,F5RZ1104B,0,0,0,0,0
2013-10-01,F5TZ2C026A,"3,249.72",51,"3,249.72",51,"3,249.72"
2013-10-01,F67Z1125BA,"2,428.92",54,"2,428.92",54,"2,428.92"
2013-10-01,F68Z1104AA,860.46,12,862.32,12,860.46
2013-10-01,F6SZ1104BA,377.6,6,380.88,6,377.6
2013-10-01,F6UZ2C026AA,"14,444.74",162,"14,936.68",166,"14,936.68"
2013-10-01,F78Z1104AA,375.42,6,377.04,6,375.42
2013-10-01,F7AZ1104AC,856.96,13,856.96,13,856.96
2013-10-01,F81Z1102BA,"7,558.74",63,"7,558.74",63,"7,558.74"
2013-10-01,F81Z1102DB,"6,768.06",39,"6,768.06",39,"6,768.06"
2013-10-01,F81Z1104AD,-426.22,-2,0,0,0
2013-10-01,F81Z1104BH,"148,878.84",494,"152,963.87",508,"152,342.28"
2013-10-01,F81Z1104CH,0,0,0,0,0
2013-10-01,F81Z1104DG,"16,058.62",55,"16,675.35",57,"16,592.30"
2013-10-01,F81Z1104EC,-276.72,-1,0,0,0
2013-10-01,F81Z1109DA,"4,213.01",22,"4,237.86",22,"4,213.01"
2013-10-01,F81Z1109EB,"4,053.55",17,"4,065.89",17,"4,053.55"
2013-10-01,F81Z1125AA,0,0,0,0,0
2013-10-01,F81Z1125AB,0,0,0,0,0
2013-10-01,F81Z1125BA,"14,516.64",144,"14,516.64",144,"14,516.64"
2013-10-01,F81Z1125DA,"42,911.06",572,"43,338.44",578,"43,338.44"
2013-10-01,F81Z2C026AA,"62,842.05",702,"63,975.78",711,"63,975.78"
2013-10-01,F81Z2C026EA,"34,747.32",434,"35,031.24",438,"35,031.24"
2013-10-01,F87Z1104AB,0,0,0,0,0
2013-10-01,F87Z1104BB,0,0,0,0,0
2013-10-01,F87Z1104CA,"30,712.48",184,"31,674.51",189,"31,479.66"
2013-10-01,F87Z1126BA,419.76,12,419.76,12,419.76
2013-10-01,F8AZ1104AA,"2,668.01",37,"2,769.44",38,"2,729.96"
2013-10-01,F8UZ1102AB,"44,372.57",439,"47,190.56",472,"47,190.56"
2013-10-01,F8UZ1102CA,"102,453.88",757,"111,506.40",816,"111,506.40"
2013-10-01,F8VZ1125AA,"2,893.68",44,"3,004.72",46,"3,004.72"
2013-10-01,F8ZZ2C026AA,"9,971.36",232,"9,971.36",232,"9,971.36"
2013-10-01,XC2Z1126AA,839.72,14,839.72,14,839.72
2013-10-01,XC2Z2C026AA,"30,327.80",380,"30,792.30",385,"30,792.30"
2013-10-01,XC2Z2C026BB,"11,578.28",142,"13,086.92",154,"13,086.92"
2013-10-01,XF5Z1104AA,"1,006.62",6,"1,006.62",6,"1,006.62"
2013-10-01,XF5Z1125AA,44.98,1,44.98,1,44.98
2013-10-01,XF5Z1126AA,0,0,0,0,0
2013-10-01,XL1Z1102AF,0,0,0,0,0
2013-10-01,XL1Z1104AE,"3,462.68",13,"3,469.57",13,"3,462.68"
2013-10-01,XL1Z1125AA,"43,826.54",551,"43,826.54",551,"43,826.54"
2013-10-01,XL3Z1102EC,"2,188.08",24,"2,188.08",24,"2,188.08"
2013-10-01,XL3Z1104AD,"4,586.08",26,"4,763.34",27,"4,736.04"
2013-10-01,XL3Z1104BC,"1,091.44",8,"1,091.44",8,"1,091.44"
2013-10-01,XL3Z1125BA,0,0,0,0,0
2013-10-01,XL3Z1125CB,"9,852.42",186,"9,852.42",186,"9,852.42"
2013-10-01,XL5Z1104A,"5,420.96",20,"5,435.00",20,"5,420.96"
2013-10-01,XL5Z1104B,0,0,0,0,0
2013-10-01,XR3Z1125BC,"3,682.71",29,"3,682.71",29,"3,682.71"
2013-10-01,XW4Z1109AA,0,0,0,0,0
2013-10-01,XW4Z1125AA,"3,215.30",55,"3,215.30",55,"3,215.30"
2013-10-01,XW4Z2C026AA,499.8,10,499.8,10,499.8
2013-10-01,YC2Z1109AA,0,0,0,0,0
2013-10-01,YC2Z1126AA,479.88,6,479.88,6,479.88
2013-10-01,YC3Z1102AA,981.74,2,981.74,2,981.74
2013-10-01,YC3Z1104C,0,0,0,0,0
2013-10-01,YC3Z1104D,"37,478.76",131,"38,089.87",133,"38,001.19"
2013-10-01,YC3Z1104EA,0,0,0,0,0
2013-10-01,YC3Z1109AA,0,0,0,0,0
2013-10-01,YC3Z1109CA,"8,696.81",19,"10,737.66",19,"8,696.81"
2013-10-01,YC3Z1125AA,"4,455.00",27,"4,455.00",27,"4,455.00"
2013-10-01,YC3Z1126AA,379.98,1,390.05,1,379.98
2013-10-01,YC3Z2C026AA,"8,910.00",54,"8,910.00",54,"8,910.00"
2013-10-01,YC3Z2C026BA,"1,049.90",5,"1,049.90",5,"1,049.90"
2013-10-01,YC3Z2C026BB,"48,145.30",602,"48,547.86",607,"48,547.86"
2013-10-01,YF1Z1104AC,0,0,0,0,0
2013-10-01,YF1Z1125AA,0,0,0,0,0
2013-10-01,YF1Z2C026AA,869.42,29,869.42,29,869.42
2013-10-01,YL1Z1102AA,0,0,0,0,0
2013-10-01,YL1Z1104AA,"3,149.16",12,"3,190.32",12,"3,149.16"
2013-10-01,YL1Z1125AA,0,0,0,0,0
2013-10-01,YL1Z2C026AA,694.7,10,694.7,10,694.7
2013-10-01,YL3Z1102AA,"7,274.70",90,"7,436.36",92,"7,436.36"
2013-10-01,YL3Z1104BA,"2,110.70",12,"2,258.36",13,"2,258.36"
2013-10-01,YL3Z2C026AA,"13,460.84",196,"13,729.01",199,"13,729.01"
2013-10-01,YL5Z1104A,"13,173.60",60,"13,462.70",61,"13,394.30"
2013-10-01,YL5Z1104AA,0,0,0,0,0
2013-10-01,YL5Z1104B,609.44,3,614.73,3,609.44
2013-10-01,YL5Z1104BA,0,0,0,0,0
2013-10-01,YR3Z1109AA,0,0,0,0,0
2013-10-01,YS4Z1A034AA,"3,048.87",31,"3,048.87",33,"3,048.87"
2013-10-01,YW7Z2C026AA,-76.46,-2,0,0,0
2013-11-01,1C4Z2C026AA,307.96,2,307.96,2,307.96
2013-11-01,1F1Z1104DA,0,0,0,0,0
2013-11-01,1F1Z1126BA,"4,407.48",126,"4,407.48",126,"4,407.48"
2013-11-01,1F2Z1104AB,"5,921.50",64,"6,285.90",69,"6,285.90"
2013-11-01,1L2Z1109AA,"27,965.48",193,"28,527.59",203,"28,527.59"
2013-11-01,1L3Z1104BA,"1,283.15",5,"1,283.15",5,"1,283.15"
2013-11-01,1L5Z1126BA,959.68,16,959.68,16,959.68
2013-11-01,1R3Z1104B,"4,188.12",51,"4,188.12",51,"4,188.12"
2013-11-01,1R3Z1104BB,920.79,13,920.79,13,920.79
2013-11-01,1R8Z2C026AA,604.78,11,604.78,11,604.78
2013-11-01,1S4Z2C026BA,0,0,0,0,0
2013-11-01,2T1Z1125A,"40,966.97",803,"42,532.98",851,"42,532.98"
2013-11-01,2T1Z1126C,0,0,0,0,0
2013-11-01,3C2Z1104AA,0,0,0,0,0
2013-11-01,3C2Z1109AA,"2,007.11",7,"2,007.11",7,"2,007.11"
2013-11-01,3C3Z1102CA,"11,351.55",57,"11,351.55",57,"11,351.55"
2013-11-01,3C3Z1104A,"93,433.24",339,"95,587.30",355,"95,587.30"
2013-11-01,3C3Z1104B,"2,077.38",9,"2,077.38",9,"2,077.38"
2013-11-01,3C3Z1104BA,262.31,1,262.31,1,262.31
2013-11-01,3C3Z1104CA,"68,070.47",232,"69,334.35",237,"69,334.35"
2013-11-01,3C3Z1109AA,0,0,0,0,0
2013-11-01,3C3Z1109AB,"3,993.28",32,"3,993.28",32,"3,993.28"
2013-11-01,3C3Z1109BA,0,0,0,0,0
2013-11-01,3C3Z1109BB,"4,235.70",10,"4,235.70",10,"4,235.70"
2013-11-01,3C3Z1109DA,"1,041.45",5,"1,041.45",5,"1,041.45"
2013-11-01,3C5Z1104AA,"10,196.33",70,"10,726.02",81,"10,726.02"
2013-11-01,3F1Z1104AA,"1,293.39",21,"1,293.39",21,"1,293.39"
2013-11-01,3F1Z1104BA,"11,074.46",160,"11,325.40",170,"11,325.40"
2013-11-01,3F1Z1104CA,445.98,6,445.98,6,445.98
2013-11-01,3F1Z1104DA,239.48,4,239.48,4,239.48
2013-11-01,3F2Z1104AA,"6,371.01",31,"6,840.46",34,"6,840.46"
2013-11-01,3F2Z1104AB,"7,242.84",33,"7,444.03",37,"7,444.03"
2013-11-01,3F2Z2C026AA,"3,108.86",57,"3,133.86",57,"3,108.86"
2013-11-01,3L2Z1104AA,"16,730.88",89,"16,730.88",96,"16,730.88"
2013-11-01,3L2Z1104AB,0,0,0,0,0
2013-11-01,3L2Z1109AA,-184.66,-1,0,0,0
2013-11-01,3L2Z1125AA,0,0,0,0,0
2013-11-01,3L2Z2C026AA,"1,079.64",17,"1,079.64",18,"1,079.64"
2013-11-01,3L5Z1104AA,0,0,0,0,0
2013-11-01,3L5Z1125AA,"11,945.94",203,"12,295.90",205,"12,045.90"
2013-11-01,3W1Z1125AA,"114,221.92","1,902.00","115,461.50","1,925.00","115,461.50"
2013-11-01,3W1Z2C026AA,"23,540.58",469,"23,540.58",471,"23,540.58"
2013-11-01,3W1Z2C026BA,"3,238.92",54,"3,238.92",54,"3,238.92"
2013-11-01,3W7Z2C026AA,"110,777.50","2,460.00","111,145.58","2,471.00","111,145.58"
2013-11-01,4C2Z1102AA,"2,214.38",14,"2,214.38",14,"2,214.38"
2013-11-01,4C2Z2C026AA,"1,714.24",16,"1,714.24",16,"1,714.24"
2013-11-01,4C3Z1102BA,0,0,0,0,0
2013-11-01,4C3Z1109AA,0,0,0,0,0
2013-11-01,4C5Z1125AA,"1,079.64",18,"1,079.64",18,"1,079.64"
2013-11-01,4F1Z1125AA,0,0,0,0,0
2013-11-01,4F2Z1102AAA,0,0,0,0,0
2013-11-01,4G7Z1104AA,0,0,0,0,0
2013-11-01,4G7Z1125AA,889.26,6,889.26,6,889.26
2013-11-01,4G7Z2C026AA,655.9,5,655.9,5,655.9
2013-11-01,4L2Z1104AA,"247,918.26","1,380.00","251,054.31","1,445.00","251,054.30"
2013-11-01,4L2Z1125AA,"14,983.82",259,"15,594.80",260,"15,034.80"
2013-11-01,4L3Z1104AB,"37,805.37",168,"38,356.05",185,"38,356.05"
2013-11-01,4L3Z1104BB,839.16,4,839.16,4,839.16
2013-11-01,4L5Z1102BA,"64,970.18",757,"66,548.52",774,"66,548.52"
2013-11-01,4R3Z1104AA,"-2,444.81",-28,0,0,0
2013-11-01,4R3Z1104AB,"1,925.22",20,"2,012.73",23,"2,012.73"
2013-11-01,4R3Z1104B,"24,799.54",270,"25,261.50",275,"25,261.50"
2013-11-01,4R3Z1125AA,"10,351.88",152.18,"10,351.88",154,"10,351.88"
2013-11-01,4R3Z1125BA,0,0,0,0,0
2013-11-01,5C3Z1102AB,"9,098.60",70,"9,098.60",70,"9,098.60"
2013-11-01,5C3Z1102GB,"15,911.06",115,"16,377.66",117,"16,377.66"
2013-11-01,5C3Z1104BAA,0,0,0,0,0
2013-11-01,5C3Z1109AA,0,0,0,0,0
2013-11-01,5C3Z1109B,723.28,2,723.28,2,723.28
2013-11-01,5C3Z1109CA,"1,486.50",6,"1,486.50",6,"1,486.50"
2013-11-01,5C3Z1109CC,"5,689.04",56,"5,689.04",56,"5,689.04"
2013-11-01,5C3Z1109DA,"7,152.82",42,"7,358.16",43,"7,358.16"
2013-11-01,5C3Z1125AB,"151,596.61","2,149.00","156,685.23","2,239.00","156,685.22"
2013-11-01,5C3Z1125CA,"93,806.94","1,177.18","96,855.78","1,211.00","96,855.78"
2013-11-01,5C3Z1125DA,"35,615.11",443,"36,710.82",459,"36,710.82"
2013-11-01,5C3Z2C026CA,"165,488.72","1,544.00","174,279.73","1,614.00","174,279.72"
2013-11-01,5C5Z2C026A,"1,503.58",26,"1,503.58",26,"1,503.58"
2013-11-01,5L2Z1102BA,"1,429.74",13,"1,429.74",13,"1,429.74"
2013-11-01,5L2Z2C026A,0,0,0,0,0
2013-11-01,5L3Z1125AA,"24,143.56",322,"24,293.52",324,"24,293.52"
2013-11-01,5L3Z1125BA,139.96,2,139.96,2,139.96
2013-11-01,5L3Z2C026AA,0,0,0,0,0
2013-11-01,5L8Z1125AA,0,0,0,0,0
2013-11-01,5L8Z1125BA,"11,875.94",203,"12,355.88",206,"12,055.88"
2013-11-01,5L8Z2C026BA,"10,831.06",195,"10,831.06",197,"10,831.06"
2013-11-01,5R3Z2C026AA,"23,121.81",647,"23,611.50",675,"23,611.50"
2013-11-01,5U9Z1102AA,"2,023.05",5,"2,023.05",5,"2,023.05"
2013-11-01,5W1Z1104B,"25,615.72",174,"25,887.84",176,"25,887.84"
2013-11-01,5W4Z1104BA,"10,809.78",77,"11,156.01",87,"11,156.01"
2013-11-01,6C2Z1109CA,206.85,1,206.85,1,206.85
2013-11-01,6C3Z1109X,"8,568.00",24,"8,568.00",24,"8,568.00"
2013-11-01,6C3Z2C026BA,0,0,0,0,0
2013-11-01,6E5Z1104AA,592.13,7,592.13,7,592.13
2013-11-01,6E5Z1104AB,"23,710.67",440,"25,803.90",513,"25,803.90"
2013-11-01,6E5Z1104BA,"8,002.50",88,"9,364.19",109,"9,364.19"
2013-11-01,6F2Z1109A,"1,370.18",7,"1,370.18",7,"1,370.18"
2013-11-01,6F2Z1109B,782.96,4,782.96,4,782.96
2013-11-01,6F2Z1125A,839.86,7,"1,079.82",9,"1,079.82"
2013-11-01,6L1Z1104B,"12,670.50",73,"12,670.50",75,"12,670.50"
2013-11-01,6L1Z1104C,-134.09,-1,201.13,1,201.13
2013-11-01,6L1Z1104CA,0,0,0,0,0
2013-11-01,6L1Z1104D,"19,995.84",96,"19,995.84",96,"19,995.84"
2013-11-01,6L1Z1104DA,0,0,0,0,0
2013-11-01,6L1Z1104E,"42,438.43",208,"42,438.43",211,"42,438.43"
2013-11-01,6L1Z1109AA,0,0,0,0,0
2013-11-01,6L1Z1109D,-177.05,-6,0,0,0
2013-11-01,6L1Z1109F,"33,326.40",159,"33,326.40",160,"33,326.40"
2013-11-01,6L1Z1125A,"16,403.40",280,"16,854.38",281,"16,454.38"
2013-11-01,6L1Z2C026A,"11,950.58",221,"12,150.58",221,"11,950.58"
2013-11-01,6L2Z1109B,"9,497.88",55,"9,497.88",63,"9,497.88"
2013-11-01,6L2Z1125AA,"86,222.96",961.2,"86,757.60",977,"86,757.60"
2013-11-01,6L2Z2C026A,"25,309.26",458.2,"25,474.68",462,"25,474.68"
2013-11-01,6L3Z1104A,"76,878.85",397,"77,818.06",401,"77,266.96"
2013-11-01,6L5Z1104B,"69,028.07",348,"70,947.84",372,"70,849.44"
2013-11-01,6L5Z1126A,"4,778.00",100,"5,097.96",102,"4,877.96"
2013-11-01,6L8Z1109AA,"2,310.06",60,"2,537.29",67,"2,537.29"
2013-11-01,6L8Z1109BA,"1,787.46",46,"2,120.72",56,"2,120.72"
2013-11-01,6U9Z2C026A,0,0,0,0,0
2013-11-01,6U9Z2C026B,"4,641.00",39,"4,879.00",41,"4,879.00"
2013-11-01,7C3Z1102A,-93.48,-1,0,0,0
2013-11-01,7C3Z1102B,0,0,0,0,0
2013-11-01,7C3Z1104B,0,0,0,0,0
2013-11-01,7C3Z1104C,0,0,0,0,0
2013-11-01,7L1Z1104AA,0,0,0,0,0
2013-11-01,7L1Z1104BA,0,0,0,0,0
2013-11-01,7L1Z1104D,"8,714.40",38,"8,714.40",40,"8,714.40"
2013-11-01,7L1Z1104E,"1,026.50",5,"1,026.50",5,"1,026.50"
2013-11-01,7L1Z1109A,"13,790.66",53,"14,258.14",61,"14,258.14"
2013-11-01,7L1Z1109AA,0,-1,0,0,0
2013-11-01,7L2Z1104A,"470,020.21","1,788.36","522,396.89","2,367.00","521,734.80"
2013-11-01,7L3Z1104A,"103,666.54",462,"106,506.75",525,"106,506.75"
2013-11-01,7L3Z1104B,"2,264.02",10,"2,264.02",11,"2,264.02"
2013-11-01,7L8Z1126A,839.76,12,839.76,12,839.76
2013-11-01,7R3Z1125A,"9,678.24",84,"9,898.20",90,"9,898.20"
2013-11-01,7S4Z1104A,"6,160.96",95,"7,498.26",126,"7,498.26"
2013-11-01,7S4Z1125A,0,0,0,0,0
2013-11-01,7S6Z1125A,"4,318.56",72,"4,318.56",72,"4,318.56"
2013-11-01,7S6Z1125B,"4,997.50",125,"4,997.50",125,"4,997.50"
2013-11-01,7S6Z2C026A,"1,319.56",22,"1,319.56",22,"1,319.56"
2013-11-01,7T1Z1104A,"8,389.49",101,"9,687.79",119,"9,687.79"
2013-11-01,7T1Z1104B,"13,164.72",56,"13,395.68",58,"13,395.68"
2013-11-01,7T1Z1104C,0,0,0,0,0
2013-11-01,7T1Z1104D,"3,360.76",52,"3,931.42",62,"3,931.42"
2013-11-01,7T4Z1104A,"10,273.16",157,"10,852.76",181,"10,852.76"
2013-11-01,7T4Z1104B,"25,077.26",203.84,"27,208.08",279,"27,208.08"
2013-11-01,7T4Z1104C,"41,309.33",294.82,"58,166.46",522,"58,166.46"
2013-11-01,7T4Z1125A,"56,009.29","1,200.92","59,553.52","1,324.00","59,553.52"
2013-11-01,7T4Z1125B,"7,241.93",89,"7,241.93",89,"7,241.93"
2013-11-01,7T4Z2C026A,"39,484.20",759.32,"39,484.20",790,"39,484.20"
2013-11-01,7W1Z1104A,"26,935.91",170.86,"31,644.09",207,"31,644.09"
2013-11-01,8A8Z1104B,0,0,0,0,0
2013-11-01,8A8Z1125A,0,0,0,0,0
2013-11-01,8C2Z1102A,0,0,0,0,0
2013-11-01,8C2Z1102C,0,0,0,0,0
2013-11-01,8C2Z1109A,0,0,0,0,0
2013-11-01,8C2Z1109B,92.32,1,184.64,2,184.64
2013-11-01,8C2Z1109C,"13,337.05",95,"13,337.05",95,"13,337.05"
2013-11-01,8C2Z2C026A,"13,402.50",186,"14,065.98",201,"14,065.98"
2013-11-01,8C2Z2C026B,"38,950.26",489,"39,190.20",490,"39,190.20"
2013-11-01,8C2Z2C026C,"77,936.35",860,"82,781.60",920,"82,781.60"
2013-11-01,8F9Z1104A,"7,744.80",61,"7,855.44",71,"7,855.44"
2013-11-01,8F9Z1104B,"13,588.24",105,"13,705.38",117,"13,705.38"
2013-11-01,8F9Z1104C,"19,323.34",151,"20,570.00",187,"20,570.00"
2013-11-01,8G1Z1125A,0,0,0,0,0
2013-11-01,8G1Z1125B,"11,980.58",221,"12,150.58",221,"11,980.58"
2013-11-01,8G1Z2C026A,0,0,0,0,0
2013-11-01,8G1Z2C026B,0,0,0,0,0
2013-11-01,8L3Z1102A,"53,189.30",314,"56,108.00",332,"56,108.00"
2013-11-01,8L3Z1102B,"5,176.50",35,"5,324.40",36,"5,324.40"
2013-11-01,8L8Z1104A,"17,440.77",169,"18,959.85",195,"18,959.85"
2013-11-01,8L8Z1126BD,"2,803.76",65,"3,823.30",85,"3,823.30"
2013-11-01,8S4Z1113B,"36,276.90",547,"36,750.86",557,"36,750.86"
2013-11-01,8T1Z1126B,0,0,0,0,0
2013-11-01,8U9Z1104A,0,0,0,0,0
2013-11-01,8U9Z1125A,283.3,2,283.3,2,283.3
2013-11-01,8U9Z2C026A,0,0,0,0,0
2013-11-01,9C3Z2C026A,"170,309.75","2,231.44","175,228.25","2,302.00","175,228.24"
2013-11-01,9E5Z1125A,0,0,0,0,0
2013-11-01,9E5Z1125B,0,0,0,0,0
2013-11-01,9E5Z1125C,"88,823.53","1,960.00","91,849.16","2,042.00","91,849.16"
2013-11-01,9E5Z2C026A,0,0,0,0,0
2013-11-01,9E5Z2C026B,"107,084.52","3,052.20","111,096.48","3,176.00","110,152.02"
2013-11-01,9L3Z1104A,"28,230.87",120.56,"33,798.96",156,"33,798.96"
2013-11-01,9L3Z1104B,"20,907.51",107,"23,845.12",128,"23,845.12"
2013-11-01,9L3Z1104C,"1,178.75",5,"1,650.25",7,"1,650.25"
2013-11-01,9L3Z1125C,"11,816.06",183.48,"11,816.06",197,"11,816.06"
2013-11-01,9L3Z1125D,69.98,1,69.98,1,69.98
2013-11-01,9L3Z2C026A,"114,137.24","1,409.76","115,182.00","1,458.00","115,182.00"
2013-11-01,9L3Z2C026B,"2,728.44",33,"2,728.44",33,"2,728.44"
2013-11-01,9S4Z1113A,"14,890.19",227,"15,213.90",235,"15,213.90"
2013-11-01,9S4Z1125A,0,0,0,0,0
2013-11-01,9T4Z1104A,"17,319.33",139,"24,120.00",225,"24,120.00"
2013-11-01,9T4Z2C026A,249.9,5,249.9,5,249.9
2013-11-01,AC3Z1104B,"40,346.00",90,"43,107.56",103,"43,107.56"
2013-11-01,AC3Z1104C,"13,899.26",38,"13,899.26",38,"13,899.26"
2013-11-01,AC3Z1104D,"99,515.77",230,"100,660.66",233,"100,315.01"
2013-11-01,AC3Z1104E,536.44,2,536.44,2,536.44
2013-11-01,AC3Z1104F,"478,786.97","1,208.00","488,981.12","1,252.00","487,156.64"
2013-11-01,AE8Z1125A,-279.83,-15,0,0,0
2013-11-01,AE8Z1125B,"14,870.10",473,"15,289.80",510,"15,289.80"
2013-11-01,AG1Z1125A,0,0,0,0,0
